,Category,Name,City,State,StateCode,Latitude,Longitude
703,wishlist,we r englewood,Chicago,Illinois,IL,41.8373,-87.6862

704,wishlist,options for youth,Riverdale,Illinois,IL,41.6440,-87.6366

705,wishlist,hopeful presence inc,Chicago,Illinois,IL,41.8373,-87.6862

706,wishlist,haymarket treatment center,Chicago,Illinois,IL,41.8373,-87.6862

707,wishlist,district 88 birth to three program,Bellwood,Illinois,IL,41.8829,-87.8762

708,wishlist,tilton stem elementary school,Chicago,Illinois,IL,41.8373,-87.6862

709,wishlist,englewood quality of life plan youth and education taskforce,Chicago,Illinois,IL,41.8373,-87.6862

710,wishlist,aunt martha's health and wellness,Hillside,Illinois,IL,41.8674,-87.9019

711,wishlist,west park academy (cps),Chicago,Illinois,IL,41.8373,-87.6862

712,wishlist,plcca,Maywood,Illinois,IL,41.8798,-87.8442

713,wishlist,nee-ah chapter #875 order of the easter star,Chicago,Illinois,IL,41.8373,-87.6862

714,wishlist,nicholson stem academy,Chicago,Illinois,IL,41.8373,-87.6862

715,wishlist,new direction grace church,Chicago,Illinois,IL,41.8373,-87.6862

716,wishlist,ortiz se dominuguez school,Chicago,Illinois,IL,41.8373,-87.6862

717,wishlist,green bay early childhood center,North chicago,Illinois,IL,42.3172,-87.8596

718,wishlist,annie p huey missionary society of carey tercentenary ame church,Chicago,Illinois,IL,41.8373,-87.6862

719,wishlist,garfield park community council,Chicago,Illinois,IL,41.8373,-87.6862

720,wishlist,project exploration,Chicago,Illinois,IL,41.8373,-87.6862

721,wishlist,the rise foundation,Chicago,Illinois,IL,41.8373,-87.6862

722,wishlist,earle stem academy,Chicago,Illinois,IL,41.8373,-87.6862

723,wishlist,charity chapter 313,Chicago,Illinois,IL,41.8373,-87.6862

724,wishlist,fieldcrest elementary school,Oak forest,Illinois,IL,41.6055,-87.7527

725,wishlist,franciscan outreach,Chicago,Illinois,IL,41.8373,-87.6862

726,wishlist,pass with flying colors,Chicago,Illinois,IL,41.8373,-87.6862

727,wishlist,grace apostolic faith church,Chicago,Illinois,IL,41.8373,-87.6862

728,wishlist,family service agency,Dekalb,Illinois,IL,41.9314,-88.7482

729,wishlist,by the hand club for kids,Chicago,Illinois,IL,41.8373,-87.6862

730,wishlist,a child?s place academy,Chicago,Illinois,IL,41.8373,-87.6862

731,wishlist,peck elementary school,Chicago,Illinois,IL,41.8373,-87.6862

732,wishlist,saint anthony hospital community wellness program,Chicago,Illinois,IL,41.8373,-87.6862

733,wishlist,hyde park community action council (cac),Chicago,Illinois,IL,41.8373,-87.6862

734,wishlist,sheerah grand chapter,Chicago,Illinois,IL,41.8373,-87.6862

735,wishlist,above and beyond family recovery center,Chicago,Illinois,IL,41.8373,-87.6862

736,wishlist,townsend music ministries,Chicago,Illinois,IL,41.8373,-87.6862

737,wishlist,nurturing neighborhoods inc.,Chicago,Illinois,IL,41.8373,-87.6862

738,wishlist,speed dist 802,Chicago heights,Illinois,IL,41.5101,-87.6347

739,wishlist,new omega m.b.church,Hazel crest,Illinois,IL,41.5732,-87.6899

740,wishlist,bond elementary school,Chicago,Illinois,IL,41.8373,-87.6862

741,wishlist,heirs of the promise church,Chicago,Illinois,IL,41.8373,-87.6862

742,wishlist,ignite,Chicago,Illinois,IL,41.8373,-87.6862

743,wishlist,a safe place,Zion,Illinois,IL,42.4598,-87.8509

744,wishlist,henry booth house,Chicago,Illinois,IL,41.8373,-87.6862

745,wishlist,edison jr. high school,Rock island,Illinois,IL,41.4699,-90.5827

746,wishlist,park manor school,Chicago,Illinois,IL,41.8373,-87.6862

747,wishlist,c.i. johnson elementary school,Aurora,Illinois,IL,41.7637,-88.2901

748,wishlist,ymca childrens learning center,Rockford,Illinois,IL,42.2598,-89.0641

749,wishlist,round lake area public library,Round lake,Illinois,IL,42.3436,-88.1058

750,wishlist,the michael gray foundation of dreams,Chicago,Illinois,IL,41.8373,-87.6862

751,wishlist,wings program inc.,Rolling meadows,Illinois,IL,42.0747,-88.0253

752,wishlist,life giving ministries church,Chicago,Illinois,IL,41.8373,-87.6862

753,wishlist,columbia college,Chicago,Illinois,IL,41.8373,-87.6862

754,wishlist,sga youth and family services,Chicago,Illinois,IL,41.8373,-87.6862

755,wishlist,no limit legacy,Lansing,Illinois,IL,41.5648,-87.5462

756,wishlist,fellowship housing,Hoffman estates,Illinois,IL,42.0639,-88.1468

757,wishlist,warren family foundation,Chicago,Illinois,IL,41.8373,-87.6862

758,wishlist,calmeca academy,Chicago,Illinois,IL,41.8373,-87.6862

759,wishlist,lexington school district,Lexington,Illinois,IL,40.6469,-88.7847

760,wishlist,metropolitan family services,Wheaton,Illinois,IL,41.8561,-88.1083

761,wishlist,sga youth and family services,Chicago,Illinois,IL,41.8373,-87.6862

762,wishlist,siblings on a move,Chicago,Illinois,IL,41.8373,-87.6862

763,wishlist,two rivers head start,Carpentersville,Illinois,IL,42.1227,-88.2895

764,wishlist,nurturing developmental learning academy-calumet city,Calumet city,Illinois,IL,41.6134,-87.5505

765,wishlist,dongola head start,Dongola,Illinois,IL,37.3599,-89.1654

766,wishlist,willa cather elementary,Chicago,Illinois,IL,41.8373,-87.6862

767,wishlist,illinois ability sports,Havana,Illinois,IL,40.2950,-90.0566

768,wishlist,riley elementary school,Vincennes,Indiana,IN,38.6759,-87.5102

769,wishlist,piloted schools,Indianapolis,Indiana,IN,39.7771,-86.1458

770,wishlist,nineisfine,Marion,Indiana,IN,40.5496,-85.6600

771,wishlist,christian park elementary,Indianapolis,Indiana,IN,39.7771,-86.1458

772,wishlist,rosa parks elementary,Indianapolis,Indiana,IN,39.7771,-86.1458

773,wishlist,rosa parks kindergarten academy,Indianapolis,Indiana,IN,39.7771,-86.1458

774,wishlist,early learning centers of lawrence township,Indianapolis,Indiana,IN,39.7771,-86.1458

775,wishlist,jeremiah gray elementary,Indianapolis,Indiana,IN,39.7771,-86.1458

776,wishlist,southport high school,Indianapolis,Indiana,IN,39.7771,-86.1458

777,wishlist,southport middle school and 6th grade academy,Indianapolis,Indiana,IN,39.7771,-86.1458

778,wishlist,thea bowman leadership academy,Gary,Indiana,IN,41.5906,-87.3472

779,wishlist,options charter school,Noblesville,Indiana,IN,40.0356,-86.0066

780,wishlist,allegiant prep academy,Indianapolis,Indiana,IN,39.7771,-86.1458

781,wishlist,indiana math and science academy west,Indianapolis,Indiana,IN,39.7771,-86.1458

782,wishlist,head start family and development services,Indianapolis,Indiana,IN,39.7771,-86.1458

783,wishlist,westlane middle school,Indianapolis,Indiana,IN,39.7771,-86.1458

784,wishlist,wayne township trustee/ wayne township firefighters,Indianapolis,Indiana,IN,39.7771,-86.1458

785,wishlist,indiana school for the deaf,Indianapolis,Indiana,IN,39.7771,-86.1458

786,wishlist,grace church (in des moines ia),Des moines,Iowa,IA,41.5725,-93.6105

787,wishlist,mica head start,Ames,Iowa,IA,42.0258,-93.6216

788,wishlist,iowa homeless youth centers,Des moines,Iowa,IA,41.5725,-93.6105

789,wishlist,oak park elementary,Des moines,Iowa,IA,41.5725,-93.6105

790,wishlist,lovejoy elementary school,Des moines,Iowa,IA,41.5725,-93.6105

791,wishlist,kansas city kansas trinity head start,Kansas city,Kansas,KS,39.1234,-94.7443

792,wishlist,irving elementary,Wichita,Kansas,KS,37.6897,-97.3441

793,wishlist,maranatha worship center,Wichita,Kansas,KS,37.6897,-97.3441

794,wishlist,lindbergh elementary school,Kansas city,Kansas,KS,39.1234,-94.7443

795,wishlist,1:1,Manhattan,Kansas,KS,39.1885,-96.6047

796,wishlist,lawrence community shelter,Lawrence,Kansas,KS,38.9598,-95.2641

797,wishlist,kssb headstart,Kansas city,Kansas,KS,39.1234,-94.7443

798,wishlist,childhood cancer family fund,Louisville,Kentucky,KY,38.1663,-85.6485

799,wishlist,smilefaith foundation community center,Jenkins,Kentucky,KY,37.1826,-82.6311

800,wishlist,share center lexington,Lexington,Kentucky,KY,38.0423,-84.4587

801,wishlist,owsley county schools,Booneville,Kentucky,KY,37.4719,-83.6826

802,wishlist,westcare,Elkhorn city,Kentucky,KY,37.3202,-82.3522

803,wishlist,chain of love disaster relief,Pikeville,Kentucky,KY,37.4807,-82.5262

804,wishlist,mountain haven emergency shelter and mountain comprehensive transitional living program,Morehead,Kentucky,KY,38.1906,-83.4466

805,wishlist,strengthening transformations inc.,Versailles,Kentucky,KY,38.0488,-84.7260

806,wishlist,valley of hope center for kidz,Shreveport,Louisiana,LA,32.4659,-93.7959

807,wishlist,valencia patterson,Baton rouge,Louisiana,LA,30.4419,-91.1310

808,wishlist,garyville magnet school,Garyville,Louisiana,LA,30.0688,-90.6285

809,wishlist,hazel park elementary,River ridge,Louisiana,LA,29.9593,-90.2202

810,wishlist,fairy godmother program,Shreveport,Louisiana,LA,32.4659,-93.7959

811,wishlist,first student,Ponchatoula,Louisiana,LA,30.4403,-90.4428

812,wishlist,memorial middle school/south portland high school,South portland,Maine,ME,43.6309,-70.2895

813,wishlist,kidspeace,South portland,Maine,ME,43.6309,-70.2895

814,wishlist,evergreen behavioral services,Farmington,Maine,ME,44.6705,-70.1512

815,wishlist,r&k wellnesd,Biddeford,Maine,ME,43.4673,-70.4511

816,wishlist,biddeford intermediate school,Biddeford,Maine,ME,43.4673,-70.4511

817,wishlist,maine baby,Portland,Maine,ME,43.6773,-70.2715

818,wishlist,st mary's regional medical center,Poland,Maine,ME,44.0606,-70.3937

819,wishlist,"the northern lighthouse, inc.",Presque isle,Maine,ME,46.6868,-67.9874

820,wishlist,upendo movement,Baltimore,Maryland,MD,39.3051,-76.6144

821,wishlist,adelphi judy center,Adelphi,Maryland,MD,39.0017,-76.9649

822,wishlist,helping hands of america inc.,Odenton,Maryland,MD,39.0661,-76.6939

823,wishlist,seabrook elementary,Lanham,Maryland,MD,38.9621,-76.8421

824,wishlist,church lane elementary,Randallstown,Maryland,MD,39.3723,-76.8024

825,wishlist,"lakewood elementary school, baltimore city public school",Baltimore,Maryland,MD,39.3051,-76.6144

826,wishlist,"helping up mission, inc.",Baltimore,Maryland,MD,39.3051,-76.6144

827,wishlist,union baptist head start,Baltimore,Maryland,MD,39.3051,-76.6144

828,wishlist,diamonds on the rise,Baltimore,Maryland,MD,39.3051,-76.6144

829,wishlist,waldon woods elementary school outreach program,Clinton,Maryland,MD,38.7499,-76.9063

830,wishlist,children of incarcerated parents partnership,Frederick,Maryland,MD,39.4336,-77.4157

831,wishlist,"bright futures ahead, llc",Baltimore,Maryland,MD,39.3051,-76.6144

832,wishlist,booker t. washington middle school,Baltimore,Maryland,MD,39.3051,-76.6144

833,wishlist,dodge park elementary schools,Hyattsville,Maryland,MD,38.9612,-76.9548

834,wishlist,dayspring head start 2,Baltimore,Maryland,MD,39.3051,-76.6144

835,wishlist,baltimore city community college daycare center,Baltimore,Maryland,MD,39.3051,-76.6144

836,wishlist,eastern technical high school,Essex,Maryland,MD,39.3024,-76.4457

837,wishlist,riverdale elementary school,Hyattsville,Maryland,MD,38.9612,-76.9548

838,wishlist,riverdale elementary school,Riverdale park,Maryland,MD,38.9643,-76.9266

839,wishlist,reginald lourie center,Greenbelt,Maryland,MD,38.9953,-76.8885

840,wishlist,prince george's community schools network,Landover,Maryland,MD,38.9241,-76.8875

841,wishlist,spirit of christ engaged ministries,Baltimore,Maryland,MD,39.3051,-76.6144

842,wishlist,"elks lodge #2620 calvert/prince frederick, md",Huntingtown,Maryland,MD,38.6117,-76.6187

843,wishlist,kent island optimist club,Chester,Maryland,MD,38.9677,-76.2823

844,wishlist,grace place community center,Baltimore,Maryland,MD,39.3051,-76.6144

845,wishlist,hope health systems,Baltimore,Maryland,MD,39.3051,-76.6144

846,wishlist,st. vincent de paul of baltimore (sarah's hope at mount street),Baltimore,Maryland,MD,39.3051,-76.6144

847,wishlist,the children's gift foundation,Ellicott city,Maryland,MD,39.2773,-76.8344

848,wishlist,glenmount elementary/ middle school,Baltimore,Maryland,MD,39.3051,-76.6144

849,wishlist,peanuts mission no hearts go unbroken organization,Baltimore,Maryland,MD,39.3051,-76.6144

850,wishlist,child first authority,Baltimore,Maryland,MD,39.3051,-76.6144

851,wishlist,project new hope inc.,Worcester,Massachusetts,MA,42.2705,-71.8079

852,wishlist,cti- child & family services dracut,Dracut,Massachusetts,MA,42.6704,-71.3020

853,wishlist,african assistance center,Lowell,Massachusetts,MA,42.6389,-71.3217

854,wishlist,project new hope inc.,Worcester,Massachusetts,MA,42.2705,-71.8079

855,wishlist,holy tabernacle church,Boston,Massachusetts,MA,42.3188,-71.0846

856,wishlist,hugh r o'donnell elementary school,East boston,Massachusetts,MA,42.3702,-71.0389

857,wishlist,"project just because, inc.",Hopkinton,Massachusetts,MA,42.2287,-71.5226

858,wishlist,salvation army of massachusetts,Canton,Massachusetts,MA,42.1584,-71.1448

859,wishlist,healthy families lawrence,Lawrence,Massachusetts,MA,42.7003,-71.1626

860,wishlist,acre family child care,Lowell,Massachusetts,MA,42.6389,-71.3217

861,wishlist,jo's jackets,Gilbertville,Massachusetts,MA,42.3126,-72.2079

862,wishlist,boston international high school,Dorchester,Massachusetts,MA,42.3016,-71.0676

863,wishlist,action boston community development,Waltham,Massachusetts,MA,42.3889,-71.2423

864,wishlist,boston public schools,Dorchester,Massachusetts,MA,42.3016,-71.0676

865,wishlist,holyoke community charter school,Holyoke,Massachusetts,MA,42.2125,-72.6411

866,wishlist,"boston medical center, ambulatory pediatrics",Boston,Massachusetts,MA,42.3188,-71.0846

867,wishlist,my life my choice,Boston,Massachusetts,MA,42.3188,-71.0846

868,wishlist,workinc family support center,Dorchester,Massachusetts,MA,42.3016,-71.0676

869,wishlist,john w. mccormack middle school,Dorchester,Massachusetts,MA,42.3016,-71.0676

870,wishlist,south shore early education,Plymouth,Massachusetts,MA,41.9584,-70.6673

871,wishlist,samuel w mason elementary school,Roxbury,Massachusetts,MA,42.3152,-71.0914

872,wishlist,new american center youth program,Lynn,Massachusetts,MA,42.4779,-70.9663

873,wishlist,"woodland elementary, milford ma public schools",Milford,Massachusetts,MA,42.1399,-71.5163

874,wishlist,native american lifelines,West roxbury,Massachusetts,MA,42.2798,-71.1627

875,wishlist,ymca of greater springfield,Springfield,Massachusetts,MA,42.1155,-72.5395

876,wishlist,boston public schools,East boston,Massachusetts,MA,42.3702,-71.0389

877,wishlist,arbour counseling,Fall river,Massachusetts,MA,41.7137,-71.1014

878,wishlist,cristo el rey,Mattapan,Massachusetts,MA,42.2771,-71.0914

879,wishlist,the invincible project,Springfield,Massachusetts,MA,42.1155,-72.5395

880,wishlist,church of god matthew 11:28,Chicopee,Massachusetts,MA,42.1764,-72.5719

881,wishlist,crispus attucks children center,Dorchester,Massachusetts,MA,42.3016,-71.0676

882,wishlist,james w. hennigan school,Jamaica plain,Massachusetts,MA,42.3097,-71.1151

883,wishlist,st. francis house,Boston,Massachusetts,MA,42.3188,-71.0846

884,wishlist,fenway community center,Boston,Massachusetts,MA,42.3188,-71.0846

885,wishlist,wellspring house,Gloucester,Massachusetts,MA,42.6260,-70.6897

886,wishlist,greater egleston high school,Roxbury,Massachusetts,MA,42.3152,-71.0914

887,wishlist,springfield prep charter school,Longmeadow,Massachusetts,MA,42.0501,-72.5829

888,wishlist,harvey girls inc,Methuen,Massachusetts,MA,42.7340,-71.1889

889,wishlist,greater lawrence community action council,Lawrence,Massachusetts,MA,42.7003,-71.1626

890,wishlist,"jamaica plain community centers, inc.",Jamaica plain,Massachusetts,MA,42.3097,-71.1151

891,wishlist,william monroe trotter elementary,Boston,Massachusetts,MA,42.3188,-71.0846

892,wishlist,faneuil tenant org inc.,Brighton,Massachusetts,MA,42.3464,-71.1627

893,wishlist,for kids only afterschool,Salem,Massachusetts,MA,42.5129,-70.9020

894,wishlist,lawrence fire dept.,Lawrence,Massachusetts,MA,42.7003,-71.1626

895,wishlist,boston children's hospital adolescent medicine clinic,Boston,Massachusetts,MA,42.3188,-71.0846

896,wishlist,lots of love trust,Lakeville,Massachusetts,MA,41.8459,-70.9495

897,wishlist,refugee and immigrant assistance center (riac),Boston,Massachusetts,MA,42.3188,-71.0846

898,wishlist,children's services of roxbury,Roxbury,Massachusetts,MA,42.3152,-71.0914

899,wishlist,framingham public schools,Framingham,Massachusetts,MA,42.3085,-71.4368

900,wishlist,dimock head start,Roxbury,Massachusetts,MA,42.3152,-71.0914

901,wishlist,boys and girls clubs of boston - youthconnect,Roxbury,Massachusetts,MA,42.3152,-71.0914

902,wishlist,davison elementary and middle,Detroit,Michigan,MI,42.3834,-83.1024

903,wishlist,zion hope missionary baptist church,Detroit,Michigan,MI,42.3834,-83.1024

904,wishlist,donelson (cherise) household,Detroit,Michigan,MI,42.3834,-83.1024

905,wishlist,renaissance head start,Detroit,Michigan,MI,42.3834,-83.1024

906,wishlist,"department of health and human services, child welfare division",Inkster,Michigan,MI,42.2935,-83.3148

907,wishlist,i am church,Brownstown charter township,Michigan,MI,42.1261,-83.2572

908,wishlist,"department of health and human services, child welfare division",Grand rapids,Michigan,MI,42.9615,-85.6557

909,wishlist,conner creek academy east,Roseville,Michigan,MI,42.5074,-82.9369

910,wishlist,woodland park academy,Grand blanc,Michigan,MI,42.9258,-83.6181

911,wishlist,hope of detroit academy,Detroit,Michigan,MI,42.3834,-83.1024

912,wishlist,crayola kidz,Detroit,Michigan,MI,42.3834,-83.1024

913,wishlist,beta sole foundation,Mount pleasant,Michigan,MI,43.5966,-84.7759

914,wishlist,whitmore lake early childhood center,Whitmore lake,Michigan,MI,42.4235,-83.7524

915,wishlist,sow a seed youth organization,Southfield,Michigan,MI,42.4765,-83.2605

916,wishlist,victims assistance program,Detroit,Michigan,MI,42.3834,-83.1024

917,wishlist,pathway to potential,Detroit,Michigan,MI,42.3834,-83.1024

918,wishlist,kbk relief foundation,Dearborn heights,Michigan,MI,42.3164,-83.2769

919,wishlist,macomb county head start,Clinton township,Michigan,MI,42.5869,-82.9196

920,wishlist,grand rapids public schools,Grand rapids,Michigan,MI,42.9615,-85.6557

921,wishlist,macomb county head start,Clinton township,Michigan,MI,42.5869,-82.9196

922,wishlist,eaton academy gsrp,Eastpointe,Michigan,MI,42.4657,-82.9461

923,wishlist,mdhhs pathways to potential,Detroit,Michigan,MI,42.3834,-83.1024

924,wishlist,city year detroit,Detroit,Michigan,MI,42.3834,-83.1024

925,wishlist,selflessly helping our people,Detroit,Michigan,MI,42.3834,-83.1024

926,wishlist,grace church of the nazarene,Detroit,Michigan,MI,42.3834,-83.1024

927,wishlist,burton glen academy,Burton,Michigan,MI,42.9974,-83.6175

928,wishlist,minges brook elementary,Battle creek,Michigan,MI,42.2986,-85.2296

929,wishlist,lansing charter academy,Lansing,Michigan,MI,42.7142,-84.5601

930,wishlist,state of michgan pathways to potential,Detroit,Michigan,MI,42.3834,-83.1024

931,wishlist,voyageur academy,Detroit,Michigan,MI,42.3834,-83.1024

932,wishlist,orchards children services family reunification,Clinton,Michigan,MI,42.0699,-83.9687

933,wishlist,regent park scholars charter academy,Detroit,Michigan,MI,42.3834,-83.1024

934,wishlist,head start clinton township mi,Clinton township,Michigan,MI,42.5869,-82.9196

935,wishlist,new beginning ministry outreach,Saginaw,Michigan,MI,43.4199,-83.9501

936,wishlist,eastpointe community schools,Eastpointe,Michigan,MI,42.4657,-82.9461

937,wishlist,1981,Detroit,Michigan,MI,42.3834,-83.1024

938,wishlist,berrien county department of health and human services,Benton harbor,Michigan,MI,42.1159,-86.4488

939,wishlist,cots,Detroit,Michigan,MI,42.3834,-83.1024

940,wishlist,up kids,Marquette,Michigan,MI,46.5440,-87.4082

941,wishlist,kids belong,Grand haven,Michigan,MI,43.0553,-86.2201

942,wishlist,detroit housing commission assisted housing,Detroit,Michigan,MI,42.3834,-83.1024

943,wishlist,chosen generations community center,Detroit,Michigan,MI,42.3834,-83.1024

944,wishlist,fenton center of hope,Fenton,Michigan,MI,42.7994,-83.7144

945,wishlist,arab american & chaldean council,Troy,Michigan,MI,42.5818,-83.1457

946,wishlist,jmr crisis center,Clinton township,Michigan,MI,42.5869,-82.9196

947,wishlist,alkebulan village,Detroit,Michigan,MI,42.3834,-83.1024

948,wishlist,woodhaven freewill baptist church,Woodhaven,Michigan,MI,42.1320,-83.2374

949,wishlist,saginaw covenant academy,Saginaw,Michigan,MI,43.4199,-83.9501

950,wishlist,wayne metro head start shear,Redford,Michigan,MI,42.3944,-83.2974

951,wishlist,stottlemyer early childhood center,Westland,Michigan,MI,42.3192,-83.3805

952,wishlist,crossroads of michigan,Detroit,Michigan,MI,42.3834,-83.1024

953,wishlist,rolland-warner middle school,Lapeer,Michigan,MI,43.0448,-83.3255

954,wishlist,city year detroit,Detroit,Michigan,MI,42.3834,-83.1024

955,wishlist,agape youth empowerment,Redford,Michigan,MI,42.3944,-83.2974

956,wishlist,south canton scholars,Canton,Michigan,MI,42.3086,-83.4821

957,wishlist,wayne metro community action agency,Redford,Michigan,MI,42.3944,-83.2974

958,wishlist,"new st paul head start, metropolitan center",Detroit,Michigan,MI,42.3834,-83.1024

959,wishlist,lansing everett high school,Lansing,Michigan,MI,42.7142,-84.5601

960,wishlist,"falswar intl charity, inc.",Brooklyn park,Minnesota,MN,45.1112,-93.3505

961,wishlist,circle of life academy,White earth,Minnesota,MN,47.0977,-95.8445

962,wishlist,minneapolis public schools,Minneapolis,Minnesota,MN,44.9635,-93.2678

963,wishlist,commonbond communities,St. paul,Minnesota,MN,44.9477,-93.1040

964,wishlist,woman's advocates,St. paul,Minnesota,MN,44.9477,-93.1040

965,wishlist,beacons school success,Minneapolis,Minnesota,MN,44.9635,-93.2678

966,wishlist,prodeo academy,Minneapolis,Minnesota,MN,44.9635,-93.2678

967,wishlist,independent school district 197/360 communities,West st. paul,Minnesota,MN,44.9018,-93.0858

968,wishlist,trio wolf creek distance learning charter school,Chisago city,Minnesota,MN,45.3474,-92.9116

969,wishlist,anderson united community school,Minneapolis,Minnesota,MN,44.9635,-93.2678

970,wishlist,morrison county social services,Little falls,Minnesota,MN,45.9835,-94.3599

971,wishlist,new century school,St. paul,Minnesota,MN,44.9477,-93.1040

972,wishlist,girl scouts of the south,Indianola,Mississippi,MS,33.4492,-90.6447

973,wishlist,first assembly of god,Camdenton,Missouri,MO,38.0121,-92.7500

974,wishlist,chastity gillespie hope center,St. louis,Missouri,MO,38.6358,-90.2451

975,wishlist,sickle cell team-the costas center @ cardinal glennon children's hospital,St. louis,Missouri,MO,38.6358,-90.2451

976,wishlist,grace hill settlement head start program,St. louis,Missouri,MO,38.6358,-90.2451

977,wishlist,mo dept of mental health,St. peters,Missouri,MO,38.7825,-90.6061

978,wishlist,raytown quality schools spring valley ele.,Raytown,Missouri,MO,38.9944,-94.4641

979,wishlist,stl youthbuild,St. louis,Missouri,MO,38.6358,-90.2451

980,wishlist,"legal services of eastern missouri, inc.",St. louis,Missouri,MO,38.6358,-90.2451

981,wishlist,"rotary club of mountain view, mo",Birch tree,Missouri,MO,36.9967,-91.4916

982,wishlist,"virgies place, inc.",Kennett,Missouri,MO,36.2403,-90.0481

983,wishlist,gainesville elementary school - r5 district,Gainesville,Missouri,MO,36.6063,-92.4244

984,wishlist,room at the inn,Bridgeton,Missouri,MO,38.7672,-90.4277

985,wishlist,wakonda elementary,Omaha,Nebraska,NE,41.2628,-96.0498

986,wishlist,region v systems,Lincoln,Nebraska,NE,40.8088,-96.6796

987,wishlist,nebraska family support network,Omaha,Nebraska,NE,41.2628,-96.0498

988,wishlist,conestoga elementary school,Omaha,Nebraska,NE,41.2628,-96.0498

989,wishlist,ann t. lynch elementaryschool,Las vegas,Nevada,NV,36.2333,-115.2654

990,wishlist,battle mountain band council te-moak tribe of western shoshone,Battle mountain,Nevada,NV,40.6379,-116.9485

991,wishlist,garside junior high school,Las vegas,Nevada,NV,36.2333,-115.2654

992,wishlist,southern new hampshire services,Manchester,New hampshire,NH,42.9848,-71.4447

993,wishlist,salisbury elementary school,Salisbury,New hampshire,NH,43.3801,-71.7170

994,wishlist,circle program,Plymouth,New hampshire,NH,43.7570,-71.6882

995,wishlist,keene head start,Keene,New hampshire,NH,42.9494,-72.2997

996,wishlist,george washington carver primary school,East orange,New jersey,NJ,40.7651,-74.2117

997,wishlist,verity outreach worship center,Deptford,New jersey,NJ,39.8227,-75.1195

998,wishlist,camcare health corporation,Camden,New jersey,NJ,39.9362,-75.1073

999,wishlist,ywca union county,Kenilworth,New jersey,NJ,40.6781,-74.2890

1000,wishlist,center for family services head-start program,Camden,New jersey,NJ,39.9362,-75.1073

1001,wishlist,university heights charter school,Newark,New jersey,NJ,40.7245,-74.1725

1002,wishlist,early childhood development center,Camden,New jersey,NJ,39.9362,-75.1073

1003,wishlist,mastery upper molina school,Camden,New jersey,NJ,39.9362,-75.1073

1004,wishlist,safe haven family life center,Pine hill,New jersey,NJ,39.7879,-74.9857

1005,wishlist,iglesia pentecostal ciudad fortificada,New brunswick,New jersey,NJ,40.4870,-74.4450

1006,wishlist,kipp nj,Newark,New jersey,NJ,40.7245,-74.1725

1007,wishlist,emma arleth elementary school pto,Parlin,New jersey,NJ,40.4623,-74.3272

1008,wishlist,community charter school of paterson,Paterson,New jersey,NJ,40.9147,-74.1624

1009,wishlist,yale,Northfield,New jersey,NJ,39.3718,-74.5543

1010,wishlist,rafael hernandez school of performing arts,Newark,New jersey,NJ,40.7245,-74.1725

1011,wishlist,little kids college,Trenton,New jersey,NJ,40.2236,-74.7641

1012,wishlist,acelero learning nj,Camden,New jersey,NJ,39.9362,-75.1073

1013,wishlist,stepping in the right direction,Willingboro township,New jersey,NJ,40.0288,-74.8916

1014,wishlist,people do care,Mays landing,New jersey,NJ,39.4524,-74.7241

1015,wishlist,central jersey diaper bank,New brunswick,New jersey,NJ,40.4870,-74.4450

1016,wishlist,mcpk /montclair community pre-k,Montclair,New jersey,NJ,40.8428,-74.2014

1017,wishlist,kingdom life church,Pemberton,New jersey,NJ,39.9715,-74.6855

1018,wishlist,east ward elementary,Newark,New jersey,NJ,40.7245,-74.1725

1019,wishlist,jehovah jireh outreach,Newark,New jersey,NJ,40.7245,-74.1725

1020,wishlist,west new york board of education,West new york,New jersey,NJ,40.7856,-74.0093

1021,wishlist,salem high school,Salem,New jersey,NJ,39.5681,-75.4724

1022,wishlist,louise a. spencer elementary school,Newark,New jersey,NJ,40.7245,-74.1725

1023,wishlist,hispanic family center of southern new jersey,Woodbury,New jersey,NJ,39.8379,-75.1524

1024,wishlist,robert fulton annex,North bergen,New jersey,NJ,40.8043,-74.0121

1025,wishlist,center for family services,Clementon,New jersey,NJ,39.8046,-74.9851

1026,wishlist,mount vernon ave elementary school,Irvington,New jersey,NJ,40.7263,-74.2286

1027,wishlist,dudley family school camden,Camden,New jersey,NJ,39.9362,-75.1073

1028,wishlist,city of east orange - department of health human services,East orange,New jersey,NJ,40.7651,-74.2117

1029,wishlist,washington avenue school,Pleasantville,New jersey,NJ,39.3900,-74.5169

1030,wishlist,mount vernon school,Newark,New jersey,NJ,40.7245,-74.1725

1031,wishlist,"metro east community care, llc",West orange,New jersey,NJ,40.7986,-74.2391

1032,wishlist,archway programs at cooper's poynt,Camden,New jersey,NJ,39.9362,-75.1073

